Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Jour_Semaine,Mois,Type_Commande
TXN_9815454,Juice,5.0,3.0,15.0,Digital Wallet,Non Spécifié,2023-12-05,Tuesday,December,Grosse
TXN_6806968,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-03,Monday,July,Grosse
TXN_3751420,Sandwich,5.0,4.0,20.0,Non Spécifié,Takeaway,2023-11-20,Monday,November,Grosse
TXN_3439155,Salad,3.0,5.0,15.0,Non Spécifié,Takeaway,2023-07-30,Sunday,July,Petite
TXN_5564198,Cake,4.0,3.0,12.0,Cash,Non Spécifié,2023-06-06,Tuesday,June,Grosse
TXN_3446643,Smoothie,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-06-01,Thursday,June,Petite
TXN_1770073,Cookie,2.0,1.0,2.0,Non Spécifié,Takeaway,2023-12-03,Sunday,December,Petite
TXN_7328209,Sandwich,3.0,4.0,12.0,Credit Card,Non Spécifié,2023-03-01,Wednesday,March,Petite
TXN_4252608,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-23,Wednesday,August,Petite
TXN_7221831,Coffee,3.0,2.0,6.0,Credit Card,Non Spécifié,2023-03-26,Sunday,March,Petite
TXN_4548565,Juice,4.0,3.0,12.0,Non Spécifié,In-store,2023-02-17,Friday,February,Grosse
TXN_7400015,Juice,4.0,3.0,12.0,Cash,Non Spécifié,2023-01-27,Friday,January,Grosse
TXN_4749986,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-05-26,Friday,May,Grosse
TXN_1917336,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-04-12,Wednesday,April,Petite
TXN_5238755,Cookie,3.0,1.0,3.0,Non Spécifié,Takeaway,2023-06-01,Thursday,June,Petite
TXN_1822234,Salad,2.0,5.0,10.0,Cash,Non Spécifié,2023-10-15,Sunday,October,Petite
TXN_1342487,Juice,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-09-21,Thursday,September,Petite
TXN_7413282,Cake,5.0,3.0,15.0,Non Spécifié,Non Spécifié,2023-10-13,Friday,October,Grosse
TXN_5713298,Smoothie,2.0,4.0,8.0,Credit Card,Non Spécifié,2023-07-14,Friday,July,Petite
TXN_3045673,Smoothie,3.0,4.0,12.0,Digital Wallet,Non Spécifié,2023-06-24,Saturday,June,Petite
TXN_2662720,Juice,5.0,3.0,15.0,Non Spécifié,Non Spécifié,2023-09-18,Monday,September,Grosse
TXN_8966922,Juice,4.0,3.0,12.0,Non Spécifié,Takeaway,2023-11-10,Friday,November,Grosse
TXN_7311815,Cookie,4.0,1.0,4.0,Non Spécifié,Takeaway,2023-05-11,Thursday,May,Grosse
TXN_8211198,Juice,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-01-24,Tuesday,January,Petite
TXN_6476719,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-06-04,Sunday,June,Grosse
TXN_1556480,Tea,5.0,1.5,7.5,Non Spécifié,Non Spécifié,2023-02-06,Monday,February,Grosse
TXN_3009994,Non Spécifié,5.0,1.0,5.0,Credit Card,In-store,2023-09-13,Wednesday,September,Grosse
TXN_8992377,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-12,Wednesday,July,Grosse
TXN_5504130,Cake,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-06-24,Saturday,June,Petite
TXN_7153455,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-02,Sunday,July,Grosse
TXN_8821579,Smoothie,4.0,4.0,16.0,Non Spécifié,Takeaway,2023-12-06,Wednesday,December,Grosse
TXN_6873127,Cookie,1.0,1.0,1.0,Non Spécifié,In-store,2023-02-02,Thursday,February,Petite
TXN_9923952,Cookie,4.0,1.0,4.0,Non Spécifié,Takeaway,2023-08-08,Tuesday,August,Grosse
TXN_7383137,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-12-02,Saturday,December,Petite
TXN_4766317,Cookie,2.0,1.0,2.0,Non Spécifié,Takeaway,2023-09-23,Saturday,September,Petite
TXN_6335297,Cake,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-10-16,Monday,October,Petite
TXN_9334593,Sandwich,3.0,4.0,12.0,Cash,Non Spécifié,2023-04-23,Sunday,April,Petite
TXN_2441029,Cake,5.0,3.0,15.0,Cash,In-store,2023-05-18,Thursday,May,Grosse
TXN_8260461,Cookie,2.0,1.0,2.0,Digital Wallet,Non Spécifié,2023-10-29,Sunday,October,Petite
TXN_4801947,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-01-01,Sunday,January,Petite
TXN_4323120,Coffee,5.0,2.0,10.0,Non Spécifié,Non Spécifié,2023-08-29,Tuesday,August,Grosse
TXN_5947264,Salad,1.0,5.0,5.0,Non Spécifié,In-store,2023-03-07,Tuesday,March,Petite
TXN_9072628,Salad,4.0,5.0,20.0,Digital Wallet,Non Spécifié,2023-12-29,Friday,December,Grosse
TXN_8282744,Tea,2.0,1.5,3.0,Non Spécifié,Takeaway,2023-06-16,Friday,June,Petite
TXN_2547156,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-08-18,Friday,August,Petite
TXN_2428781,Salad,1.0,5.0,5.0,Non Spécifié,In-store,2023-05-09,Tuesday,May,Petite
TXN_8621278,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-02-01,Wednesday,February,Petite
TXN_2616353,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-06-24,Saturday,June,Petite
TXN_9731999,Sandwich,1.0,4.0,4.0,Non Spécifié,Takeaway,2023-11-26,Sunday,November,Petite
TXN_3608237,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-11-26,Sunday,November,Petite
TXN_2423167,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-06-29,Thursday,June,Petite
TXN_6695451,Salad,1.0,5.0,5.0,Credit Card,Non Spécifié,2023-07-28,Friday,July,Petite
TXN_6098702,Coffee,3.0,2.0,6.0,Credit Card,Non Spécifié,2023-10-15,Sunday,October,Petite
TXN_8972184,Juice,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-08-17,Thursday,August,Petite
TXN_2010507,Cake,3.0,3.0,9.0,Non Spécifié,Non Spécifié,2023-05-23,Tuesday,May,Petite
TXN_1390754,Cake,2.0,3.0,6.0,Non Spécifié,Takeaway,2023-11-08,Wednesday,November,Petite
TXN_4925291,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-09-22,Friday,September,Petite
TXN_8345383,Tea,5.0,1.5,7.5,Non Spécifié,Takeaway,2023-10-14,Saturday,October,Grosse
TXN_3910293,Cake,4.0,3.0,12.0,Cash,In-store,2023-01-30,Monday,January,Grosse
TXN_4696969,Salad,1.0,5.0,5.0,Credit Card,Non Spécifié,2023-09-29,Friday,September,Petite
TXN_4568379,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-05-28,Sunday,May,Petite
TXN_8745942,Cookie,3.0,1.0,3.0,Cash,Non Spécifié,2023-05-03,Wednesday,May,Petite
TXN_2496907,Coffee,2.0,2.0,4.0,Credit Card,Non Spécifié,2023-11-28,Tuesday,November,Petite
TXN_3043371,Smoothie,1.0,4.0,4.0,Non Spécifié,Non Spécifié,2023-12-04,Monday,December,Petite
TXN_2687149,Coffee,5.0,2.0,10.0,Non Spécifié,Non Spécifié,2023-03-24,Friday,March,Grosse
TXN_9752207,Sandwich,4.0,4.0,16.0,Non Spécifié,In-store,2023-10-15,Sunday,October,Grosse
TXN_7223850,Salad,2.0,5.0,10.0,Credit Card,Non Spécifié,2023-02-05,Sunday,February,Petite
TXN_5421917,Tea,5.0,1.5,7.5,Non Spécifié,Non Spécifié,2023-05-03,Wednesday,May,Grosse
TXN_3812053,Coffee,5.0,2.0,10.0,Non Spécifié,In-store,2023-04-03,Monday,April,Grosse
TXN_8437195,Cake,1.0,3.0,3.0,Cash,Non Spécifié,2023-12-10,Sunday,December,Petite
TXN_3880494,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-17,Sunday,December,Grosse
TXN_2755642,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-24,Friday,March,Petite
TXN_9320353,Salad,5.0,5.0,25.0,Cash,In-store,2023-01-10,Tuesday,January,Grosse
TXN_8837015,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-06-11,Sunday,June,Petite
TXN_1856538,Coffee,3.0,2.0,6.0,Cash,Non Spécifié,2023-11-01,Wednesday,November,Petite
TXN_2933439,Salad,4.0,5.0,20.0,Digital Wallet,Non Spécifié,2023-04-14,Friday,April,Grosse
TXN_2667131,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-10-10,Tuesday,October,Petite
TXN_5536056,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-22,Friday,December,Petite
TXN_3846628,Juice,1.0,3.0,3.0,Non Spécifié,Takeaway,2023-10-16,Monday,October,Petite
TXN_9043894,Cake,1.0,3.0,3.0,Digital Wallet,Non Spécifié,2023-07-28,Friday,July,Petite
TXN_9354349,Juice,1.0,3.0,3.0,Credit Card,Non Spécifié,2023-02-12,Sunday,February,Petite
TXN_3655950,Cookie,1.0,1.0,1.0,Non Spécifié,In-store,2023-11-25,Saturday,November,Petite
TXN_4483585,Smoothie,5.0,4.0,20.0,Non Spécifié,Takeaway,2023-12-26,Tuesday,December,Grosse
TXN_2332364,Cake,2.0,3.0,6.0,Credit Card,Non Spécifié,2023-08-10,Thursday,August,Petite
TXN_5878649,Salad,3.0,5.0,15.0,Non Spécifié,Takeaway,2023-02-15,Wednesday,February,Petite
TXN_2716940,Coffee,1.0,2.0,2.0,Non Spécifié,Non Spécifié,2023-11-27,Monday,November,Petite
TXN_9020641,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-06-27,Tuesday,June,Grosse
TXN_5931551,Sandwich,4.0,4.0,16.0,Non Spécifié,In-store,2023-03-28,Tuesday,March,Grosse
TXN_5812552,Cake,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-09-17,Sunday,September,Petite
TXN_2259102,Sandwich,2.0,4.0,8.0,Non Spécifié,Non Spécifié,2023-02-19,Sunday,February,Petite
TXN_7041367,Cookie,4.0,1.0,4.0,Non Spécifié,Non Spécifié,2023-01-04,Wednesday,January,Grosse
TXN_1005377,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-03,Saturday,June,Grosse
TXN_7262554,Salad,3.0,5.0,15.0,Credit Card,Non Spécifié,2023-07-08,Saturday,July,Petite
TXN_9705971,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-02,Saturday,September,Petite
TXN_4809626,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-18,Saturday,February,Grosse
TXN_5171248,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-14,Wednesday,June,Grosse
TXN_2201235,Tea,1.0,1.5,1.5,Digital Wallet,Non Spécifié,2023-12-17,Sunday,December,Petite
TXN_2907979,Juice,3.0,3.0,9.0,Cash,Non Spécifié,2023-06-18,Sunday,June,Petite
TXN_7229918,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-03-24,Friday,March,Petite
TXN_5179245,Juice,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-04-17,Monday,April,Petite
TXN_5010968,Smoothie,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-12-03,Sunday,December,Petite
TXN_6294315,Cookie,2.0,1.0,2.0,Digital Wallet,Non Spécifié,2023-04-04,Tuesday,April,Petite
TXN_8487985,Juice,5.0,3.0,15.0,Non Spécifié,Takeaway,2023-05-09,Tuesday,May,Grosse
TXN_8552898,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-11-06,Monday,November,Grosse
TXN_4787754,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-31,Thursday,August,Petite
TXN_9176533,Cake,3.0,3.0,9.0,Credit Card,Non Spécifié,2023-10-14,Saturday,October,Petite
TXN_1228474,Smoothie,4.0,4.0,16.0,Non Spécifié,In-store,2023-11-20,Monday,November,Grosse
TXN_9376428,Non Spécifié,1.0,5.0,5.0,Credit Card,Takeaway,2023-10-30,Monday,October,Petite
TXN_3678804,Non Spécifié,3.0,2.0,6.0,Digital Wallet,Non Spécifié,2023-10-20,Friday,October,Petite
TXN_6021363,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-11,Wednesday,January,Petite
TXN_8518812,Cookie,3.0,1.0,3.0,Non Spécifié,In-store,2023-06-22,Thursday,June,Petite
TXN_5573436,Coffee,1.0,2.0,2.0,Non Spécifié,Takeaway,2023-02-22,Wednesday,February,Petite
TXN_3274591,Juice,5.0,3.0,15.0,Non Spécifié,Takeaway,2023-04-09,Sunday,April,Grosse
TXN_2477650,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-10-24,Tuesday,October,Petite
TXN_4987376,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-08-20,Sunday,August,Petite
TXN_9196694,Cake,4.0,3.0,12.0,Non Spécifié,In-store,2023-03-23,Thursday,March,Grosse
TXN_2735598,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-30,Friday,June,Grosse
TXN_7362526,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-16,Saturday,September,Petite
TXN_3584252,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-12-19,Tuesday,December,Petite
TXN_6324687,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-03,Friday,March,Petite
TXN_2716377,Juice,4.0,3.0,12.0,Cash,Non Spécifié,2023-01-03,Tuesday,January,Grosse
TXN_4002142,Cake,5.0,3.0,15.0,Non Spécifié,Non Spécifié,2023-06-27,Tuesday,June,Grosse
TXN_9417438,Salad,1.0,5.0,5.0,Non Spécifié,In-store,2023-01-05,Thursday,January,Petite
TXN_4757873,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-12,Tuesday,September,Petite
TXN_6283718,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-20,Thursday,July,Petite
TXN_2019127,Salad,1.0,5.0,5.0,Cash,Non Spécifié,2023-08-03,Thursday,August,Petite
TXN_2007652,Juice,2.0,3.0,6.0,Digital Wallet,Non Spécifié,2023-12-09,Saturday,December,Petite
TXN_3048882,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-30,Saturday,December,Petite
TXN_3241510,Tea,5.0,1.5,7.5,Credit Card,Non Spécifié,2023-10-05,Thursday,October,Grosse
TXN_1978239,Salad,4.0,5.0,20.0,Non Spécifié,In-store,2023-09-20,Wednesday,September,Grosse
TXN_3286168,Smoothie,5.0,4.0,20.0,Digital Wallet,Non Spécifié,2023-06-25,Sunday,June,Grosse
TXN_5922981,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-10,Friday,November,Grosse
TXN_4108567,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-14,Monday,August,Petite
TXN_5217434,Coffee,1.0,2.0,2.0,Non Spécifié,Takeaway,2023-09-22,Friday,September,Petite
TXN_6691792,Non Spécifié,3.0,3.0,9.0,Non Spécifié,Takeaway,2023-06-21,Wednesday,June,Petite
TXN_4822216,Cake,1.0,3.0,3.0,Non Spécifié,Non Spécifié,2023-09-03,Sunday,September,Petite
TXN_9246986,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-09-08,Friday,September,Grosse
TXN_3931393,Sandwich,2.0,4.0,8.0,Digital Wallet,Non Spécifié,2023-11-18,Saturday,November,Petite
TXN_1429325,Smoothie,2.0,4.0,8.0,Cash,Non Spécifié,2023-04-20,Thursday,April,Petite
TXN_2888655,Cookie,1.0,1.0,1.0,Digital Wallet,Non Spécifié,2023-12-17,Sunday,December,Petite
TXN_3648160,Coffee,5.0,2.0,10.0,Non Spécifié,Takeaway,2023-12-03,Sunday,December,Grosse
TXN_5832513,Juice,4.0,3.0,12.0,Cash,In-store,2023-11-02,Thursday,November,Grosse
TXN_6053755,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-18,Wednesday,January,Grosse
TXN_4437520,Smoothie,3.0,4.0,12.0,Credit Card,Non Spécifié,2023-07-28,Friday,July,Petite
TXN_4995281,Salad,4.0,5.0,20.0,Credit Card,Non Spécifié,2023-02-25,Saturday,February,Grosse
TXN_6105807,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-01-18,Wednesday,January,Petite
TXN_8384699,Non Spécifié,3.0,3.0,9.0,Non Spécifié,In-store,2023-12-16,Saturday,December,Petite
TXN_3549667,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-01-29,Sunday,January,Petite
TXN_2566211,Tea,2.0,1.5,3.0,Cash,Non Spécifié,2023-09-26,Tuesday,September,Petite
TXN_3206842,Non Spécifié,4.0,5.0,20.0,Cash,Non Spécifié,2023-04-30,Sunday,April,Grosse
TXN_8970135,Juice,4.0,3.0,12.0,Non Spécifié,In-store,2023-03-26,Sunday,March,Grosse
TXN_3222612,Non Spécifié,3.0,3.0,9.0,Cash,Takeaway,2023-01-25,Wednesday,January,Petite
TXN_6361593,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-29,Tuesday,August,Grosse
TXN_9375445,Smoothie,2.0,4.0,8.0,Non Spécifié,In-store,2023-10-22,Sunday,October,Petite
TXN_4943552,Non Spécifié,5.0,3.0,15.0,Non Spécifié,Takeaway,2023-04-14,Friday,April,Grosse
TXN_1532390,Tea,5.0,1.5,7.5,Digital Wallet,Non Spécifié,2023-04-08,Saturday,April,Grosse
TXN_8020606,Cake,4.0,3.0,12.0,Non Spécifié,Takeaway,2023-10-10,Tuesday,October,Grosse
TXN_2729959,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-02-01,Wednesday,February,Grosse
TXN_4582054,Non Spécifié,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-08-27,Sunday,August,Petite
TXN_2134763,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-28,Tuesday,March,Petite
TXN_1633607,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13,Monday,March,Petite
TXN_5124999,Coffee,5.0,2.0,10.0,Digital Wallet,Non Spécifié,2023-04-11,Tuesday,April,Grosse
TXN_7647190,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-02-22,Wednesday,February,Petite
TXN_3514890,Smoothie,5.0,4.0,20.0,Non Spécifié,In-store,2023-08-02,Wednesday,August,Grosse
TXN_5845583,Tea,4.0,1.5,6.0,Cash,In-store,2023-10-19,Thursday,October,Grosse
TXN_6692318,Tea,2.0,1.5,3.0,Cash,In-store,2023-08-20,Sunday,August,Petite
TXN_9571019,Coffee,2.0,2.0,4.0,Cash,In-store,2023-06-22,Thursday,June,Petite
TXN_6451595,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-26,Sunday,March,Petite
TXN_4797429,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-07,Tuesday,November,Grosse
TXN_7255755,Sandwich,5.0,4.0,20.0,Non Spécifié,Non Spécifié,2023-10-19,Thursday,October,Grosse
TXN_6925284,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-21,Saturday,January,Grosse
TXN_2925996,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-04-11,Tuesday,April,Petite
TXN_3944582,Tea,5.0,1.5,7.5,Non Spécifié,In-store,2023-10-21,Saturday,October,Grosse
TXN_5750248,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-07-20,Thursday,July,Grosse
TXN_1020983,Juice,1.0,3.0,3.0,Digital Wallet,Non Spécifié,2023-03-23,Thursday,March,Petite
TXN_9072817,Cookie,5.0,1.0,5.0,Non Spécifié,Takeaway,2023-07-18,Tuesday,July,Grosse
TXN_7416196,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-10-20,Friday,October,Petite
TXN_7276452,Coffee,3.0,2.0,6.0,Digital Wallet,Non Spécifié,2023-06-05,Monday,June,Petite
TXN_2610195,Cake,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-10-25,Wednesday,October,Petite
TXN_9281392,Cookie,2.0,1.0,2.0,Digital Wallet,Non Spécifié,2023-08-06,Sunday,August,Petite
TXN_8386253,Tea,4.0,1.5,6.0,Cash,Non Spécifié,2023-05-11,Thursday,May,Grosse
TXN_7995960,Juice,1.0,3.0,3.0,Digital Wallet,Non Spécifié,2023-01-11,Wednesday,January,Petite
TXN_7663739,Cookie,5.0,1.0,5.0,Credit Card,Non Spécifié,2023-03-27,Monday,March,Grosse
TXN_3936339,Non Spécifié,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-08,Friday,September,Grosse
TXN_7784608,Coffee,5.0,2.0,10.0,Non Spécifié,Non Spécifié,2023-06-01,Thursday,June,Grosse
TXN_6438980,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-11-10,Friday,November,Petite
TXN_2196926,Juice,2.0,3.0,6.0,Digital Wallet,Non Spécifié,2023-07-27,Thursday,July,Petite
TXN_9582506,Cookie,2.0,1.0,2.0,Credit Card,Non Spécifié,2023-04-28,Friday,April,Petite
TXN_2424839,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-28,Thursday,September,Grosse
TXN_5215704,Sandwich,5.0,4.0,20.0,Credit Card,Non Spécifié,2023-10-31,Tuesday,October,Grosse
TXN_1982031,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-03,Friday,February,Grosse
TXN_3060286,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-08-10,Thursday,August,Petite
TXN_7878231,Non Spécifié,1.0,5.0,5.0,Cash,Non Spécifié,2023-05-15,Monday,May,Petite
TXN_1643029,Cookie,3.0,1.0,3.0,Non Spécifié,Non Spécifié,2023-09-11,Monday,September,Petite
TXN_2764625,Tea,1.0,1.5,1.5,Cash,In-store,2023-12-03,Sunday,December,Petite
TXN_6086123,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-17,Friday,November,Petite
TXN_1796259,Juice,1.0,3.0,3.0,Non Spécifié,In-store,2023-04-29,Saturday,April,Petite
TXN_4078284,Coffee,1.0,2.0,2.0,Credit Card,Non Spécifié,2023-05-14,Sunday,May,Petite
TXN_4389662,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-08-09,Wednesday,August,Petite
TXN_1992699,Cookie,2.0,1.0,2.0,Non Spécifié,Takeaway,2023-05-08,Monday,May,Petite
TXN_9389300,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-01-14,Saturday,January,Petite
TXN_5409951,Coffee,3.0,2.0,6.0,Non Spécifié,Non Spécifié,2023-06-23,Friday,June,Petite
TXN_2147448,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-11-27,Monday,November,Grosse
TXN_9826170,Juice,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-12-06,Wednesday,December,Petite
TXN_4949509,Smoothie,4.0,4.0,16.0,Non Spécifié,Non Spécifié,2023-04-20,Thursday,April,Grosse
TXN_9857832,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-31,Friday,March,Petite
TXN_5038122,Salad,1.0,5.0,5.0,Non Spécifié,Non Spécifié,2023-08-11,Friday,August,Petite
TXN_8984085,Salad,1.0,5.0,5.0,Non Spécifié,Non Spécifié,2023-08-17,Thursday,August,Petite
TXN_8830264,Salad,1.0,5.0,5.0,Cash,Non Spécifié,2023-11-23,Thursday,November,Petite
TXN_9696074,Coffee,4.0,2.0,8.0,Non Spécifié,Takeaway,2023-06-24,Saturday,June,Grosse
TXN_9579637,Tea,4.0,1.5,6.0,Digital Wallet,Non Spécifié,2023-06-26,Monday,June,Grosse
TXN_7907786,Tea,5.0,1.5,7.5,Cash,Non Spécifié,2023-09-20,Wednesday,September,Grosse
TXN_5316852,Coffee,2.0,2.0,4.0,Digital Wallet,Non Spécifié,2023-04-08,Saturday,April,Petite
TXN_1292430,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-09,Thursday,March,Petite
TXN_5226399,Non Spécifié,4.0,3.0,12.0,Non Spécifié,Takeaway,2023-01-19,Thursday,January,Grosse
TXN_2470530,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-21,Tuesday,March,Petite
TXN_6498718,Coffee,4.0,2.0,8.0,Non Spécifié,Non Spécifié,2023-03-18,Saturday,March,Grosse
TXN_1602435,Smoothie,1.0,4.0,4.0,Cash,Non Spécifié,2023-12-01,Friday,December,Petite
TXN_1434598,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-11-18,Saturday,November,Grosse
TXN_9871036,Smoothie,1.0,4.0,4.0,Non Spécifié,Takeaway,2023-07-02,Sunday,July,Petite
TXN_2073001,Coffee,2.0,2.0,4.0,Digital Wallet,Non Spécifié,2023-11-22,Wednesday,November,Petite
TXN_9284622,Non Spécifié,1.0,2.0,2.0,Credit Card,Non Spécifié,2023-05-15,Monday,May,Petite
TXN_7815076,Juice,5.0,3.0,15.0,Cash,Non Spécifié,2023-12-16,Saturday,December,Grosse
TXN_6897172,Coffee,4.0,2.0,8.0,Digital Wallet,Non Spécifié,2023-12-08,Friday,December,Grosse
TXN_3783903,Tea,4.0,1.5,6.0,Non Spécifié,Non Spécifié,2023-06-25,Sunday,June,Grosse
TXN_4378637,Cookie,1.0,1.0,1.0,Non Spécifié,Takeaway,2023-05-12,Friday,May,Petite
TXN_7514047,Non Spécifié,1.0,5.0,5.0,Cash,Non Spécifié,2023-03-08,Wednesday,March,Petite
TXN_4375708,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-01,Tuesday,August,Grosse
TXN_9775984,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-10-09,Monday,October,Petite
TXN_1625754,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-03,Thursday,August,Grosse
TXN_9567915,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30,Friday,June,Petite
TXN_4062634,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-04-05,Wednesday,April,Petite
TXN_6624397,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-04-30,Sunday,April,Grosse
TXN_2991733,Tea,5.0,1.5,7.5,Credit Card,Non Spécifié,2023-04-13,Thursday,April,Grosse
TXN_8978924,Salad,5.0,5.0,25.0,Cash,Non Spécifié,2023-10-09,Monday,October,Grosse
TXN_2404800,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-28,Saturday,January,Grosse
TXN_4501915,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-12-04,Monday,December,Grosse
TXN_6273431,Non Spécifié,2.0,3.0,6.0,Non Spécifié,In-store,2023-04-05,Wednesday,April,Petite
TXN_7166936,Cookie,1.0,1.0,1.0,Non Spécifié,In-store,2023-09-25,Monday,September,Petite
TXN_7645250,Juice,2.0,3.0,6.0,Non Spécifié,Non Spécifié,2023-10-09,Monday,October,Petite
TXN_9231480,Cookie,4.0,1.0,4.0,Cash,Non Spécifié,2023-08-28,Monday,August,Grosse
TXN_4247105,Coffee,5.0,2.0,10.0,Cash,In-store,2023-04-14,Friday,April,Grosse
TXN_8732935,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-06,Sunday,August,Grosse
TXN_5108867,Non Spécifié,1.0,3.0,3.0,Cash,Takeaway,2023-03-19,Sunday,March,Petite
TXN_3270584,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-10,Tuesday,January,Petite
TXN_8258798,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-18,Wednesday,October,Petite
TXN_7412012,Coffee,1.0,2.0,2.0,Cash,In-store,2023-08-02,Wednesday,August,Petite
